#{"t_start": 1755854826.2525046, "env_id": "None"}
r,l,t
9374.282121,4,195.250828
343.438548,5,195.258826
-5576.723084,3,195.263824
883.286535,3,195.268366
-5656.578946,5,195.276422
-5607.579204,4,195.282422
343.426248,5,195.29083
-5539.857137,3,195.29483
-5539.856482,3,195.302831
852.432398,4,195.308835
852.429119,4,195.314934
-5098.587189,3,195.320454
-5656.580071,5,195.327459
9411.147914,4,195.333673
343.427622,5,195.341672
-5656.584801,5,195.348737
343.444279,5,195.356739
343.437824,5,195.364037
411.162704,4,195.370426
-5656.576445,5,195.378252
343.425045,5,195.386251
343.436892,5,195.393384
343.433275,5,195.401517
-5098.585242,3,195.406523
343.437901,5,195.416523
-5656.56524,5,195.424557
-5656.578797,5,195.432556
-5656.572239,5,195.439556
-5147.579416,4,195.44591
9920.145559,3,195.45091
343.431529,5,195.459035
-5656.579104,5,195.466035
343.440838,5,195.473035
852.428825,4,195.478035
343.442049,5,195.486035
-5656.577346,5,195.493036
-5147.587102,4,195.499036
-20656.571971,5,195.50704
9852.427297,4,195.513041
-5147.569489,4,195.521988
374.284889,4,195.528017
-5116.724052,3,195.533017
343.432804,5,195.540526
-5147.583497,4,195.546526
-5588.854511,4,195.553677
-5576.721655,3,195.55868
901.421298,3,195.562676
9343.426398,5,195.570676
920.153335,3,195.575677
343.433108,5,195.583278
9442.006981,3,195.587277
423.329678,3,195.592275
-5079.858313,3,195.597277
-5147.585186,4,195.603277
-5079.857443,3,195.608283
-5576.727144,3,195.613282
-5079.857974,3,195.617388
9460.142121,3,195.622907
343.42407,5,195.632907
-5588.848316,4,195.639014
-5576.72869,3,195.643014
374.281667,4,195.649014
9392.412611,4,195.655014
-5116.725668,3,195.660014
9423.27507,3,195.665012
423.354238,3,195.670012
-5098.588305,3,195.675012
343.431237,5,195.682014
-5079.857166,3,195.686013
-20656.554016,5,195.695013
-5656.578102,5,195.703013
-5576.724465,3,195.707544
343.432281,5,195.724088
852.427783,4,195.729088
-5656.575013,5,195.736088
374.285507,4,195.746088
343.429265,5,195.753088
392.436188,4,195.760088
-5116.72851,3,195.765088
-20625.712503,4,195.77109
-5625.727962,4,195.776088
9460.143586,3,195.780087
852.428443,4,195.785088
-5539.854369,3,195.79009
-5625.720165,4,195.796419
-5098.587096,3,195.800419
392.424684,4,195.80742
-5656.574247,5,195.81442
-5147.584485,4,195.821062
-5607.576122,4,195.827082
343.435787,5,195.834409
9343.41298,5,195.842408
9392.414152,4,195.851409
343.429103,5,195.859409
-5098.587517,3,195.864408
-5147.584178,4,195.870408
-5079.854826,3,195.87541
9411.152561,4,195.880408
9423.271626,3,195.885536
-20656.561338,5,195.892537
343.432364,5,195.900739
9442.006805,3,195.905865
-5656.574329,5,195.912868
343.425833,5,195.920979
-5098.577014,3,195.925489
-5557.991997,3,195.930691
343.44625,5,195.937816
9411.145771,4,195.943816
-5098.588173,3,195.948816
-5116.721607,3,195.953918
9343.425987,5,195.963917
343.453068,5,195.972017
9411.148207,4,195.978304
-5576.72816,3,195.982304
883.283393,3,195.987444
-5557.998997,3,195.992444
-5588.852174,4,195.998443
852.439575,4,196.004443
-5116.722505,3,196.009447
-5147.577971,4,196.015447
852.42493,4,196.022452
343.438064,5,196.029452
-5656.571912,5,196.037454
374.282023,4,196.043451
343.449684,5,196.051455
852.438983,4,196.058455
9374.270533,4,196.064456
9343.426882,5,196.075452
343.439263,5,196.083452
343.435635,5,196.090972
-5607.580891,4,196.096971
9411.153938,4,196.103968
9883.27358,3,196.107972
-5557.996647,3,196.111972
343.433623,5,196.119972
-5539.858452,3,196.124479
-5656.583269,5,196.13248
423.289031,3,196.136963
-5588.855378,4,196.142963
343.484988,5,196.150963
343.433968,5,196.158963
-5098.587671,3,196.162966
852.420936,4,196.169102
9423.273434,3,196.174102
343.431323,5,196.184205
-5656.584899,5,196.191216
343.438857,5,196.199039
9883.27223,3,196.204044
423.281153,3,196.209051
901.423319,3,196.214051
343.432306,5,196.221559
-5079.857206,3,196.226568
374.285816,4,196.232568
343.432681,5,196.240565
9374.279055,4,196.246564
-5656.57645,5,196.253564
-5656.576825,5,196.261564
9920.142498,3,196.266565
-5576.727656,3,196.270701
-5656.583909,5,196.278866
852.421362,4,196.285215
343.430809,5,196.295736
-5607.588229,4,196.301732
343.471266,5,196.310175
-5576.7278,3,196.314175
-5098.58402,3,196.319463
-5098.586924,3,196.323972
-5116.724746,3,196.327972
852.424684,4,196.335039
-5147.579138,4,196.341041
-5607.584855,4,196.347039
852.44689,4,196.352244
343.440014,5,196.360244
343.425926,5,196.368243
392.50024,4,196.374243
392.432695,4,196.380243
-5098.582644,3,196.385728
343.449725,5,196.393728
-5607.58045,4,196.402728
9343.419241,5,196.410732
9901.41699,3,196.415221
343.444528,5,196.423243
392.428367,4,196.429242
-5116.723909,3,196.434242
343.430564,5,196.441241
-5539.858515,3,196.446242
-5588.852148,4,196.452241
9460.142592,3,196.456241
-5098.581476,3,196.461241
852.425875,4,196.467242
-5079.850487,3,196.472242
9343.425634,5,196.480241
343.435693,5,196.487242
-5147.58072,4,196.494241
-5607.582612,4,196.500271
-5147.579051,4,196.506271
-5116.722349,3,196.513284
-5576.719971,3,196.51774
343.480204,5,196.523249
-5079.856425,3,196.528498
-5557.998008,3,196.533501
-5607.585221,4,196.539502
-5607.585587,4,196.545501
343.445844,5,196.5525
-5607.581004,4,196.558501
-20656.572489,5,196.566501
343.437896,5,196.574499
-5147.57519,4,196.580498
343.431448,5,196.588696
9392.417638,4,196.594695
-5147.58046,4,196.600697
-5576.727009,3,196.605696
392.429689,4,196.612699
-5625.716717,4,196.621202
-20625.712445,4,196.628206
343.432308,5,196.636206
343.430456,5,196.643206
852.447555,4,196.650206
343.435809,5,196.657397
-5098.583395,3,196.662398
-20656.569056,5,196.669572
-5116.725877,3,196.674577
9343.425768,5,196.682571
-5656.574483,5,196.689677
343.431061,5,196.696676
9343.41965,5,196.703939
460.150844,3,196.708943
-5147.579159,4,196.714942
-5656.57947,5,196.722448
-5588.851667,4,196.732276
-5588.852839,4,196.738271
-5557.992846,3,196.743271
343.434234,5,196.751271
423.282695,3,196.756271
411.155241,4,196.761271
343.434835,5,196.769404
-5098.586953,3,196.774406
9901.415584,3,196.778404
-5147.587874,4,196.783403
460.159801,3,196.787403
-5588.850032,4,196.793505
9392.42365,4,196.799505
-5116.723712,3,196.803505
-5607.580829,4,196.809712
-5607.567875,4,196.816711
9883.276058,3,196.820708
-5147.585483,4,196.828937
-5588.849796,4,196.834932
343.433979,5,196.845932
392.441558,4,196.851933
-5656.577756,5,196.860456
-5557.995093,3,196.864859
-20656.550194,5,196.873046
-5576.727805,3,196.878049
411.153543,4,196.884049
-20656.567433,5,196.891051
9343.42093,5,196.899046
852.424126,4,196.905046
343.429197,5,196.91305
-20588.851575,4,196.919052
-5656.578536,5,196.924566
392.434258,4,196.930568
9411.149431,4,196.936567
343.42785,5,196.944567
-5576.725623,3,196.952896
852.426913,4,196.957896
343.430557,5,196.966138
9392.420619,4,196.971592
-5576.725152,3,196.974592
852.421107,4,196.981592
-5656.578129,5,196.988592
343.441243,5,196.996592
-5656.58352,5,197.004076
9920.141971,3,197.009266
-5557.997036,3,197.014265
343.452624,5,197.021774
-5079.857167,3,197.025876
-5625.724904,4,197.03188
852.439572,4,197.037876
-20656.571559,5,197.046029
-5607.582132,4,197.052031
-5576.727552,3,197.060028
343.451368,5,197.06703
343.461094,5,197.075542
-20656.557407,5,197.085552
423.292761,3,197.090555
-5656.574457,5,197.098555
392.428148,4,197.104554
343.439803,5,197.112563
343.430722,5,197.120558
-20656.57301,5,197.128064
883.284948,3,197.133067
852.424562,4,197.139064
343.432188,5,197.147064
883.279073,3,197.152078
-5607.584894,4,197.157589
9343.416928,5,197.168589
-5625.725429,4,197.174589
-5656.580784,5,197.18259
9423.270522,3,197.187718
343.437134,5,197.194718
343.431709,5,197.203003
-5539.856656,3,197.208005
343.455274,5,197.215471
-5098.584765,3,197.220625
9343.428833,5,197.228133
9343.427881,5,197.236133
-5147.583211,4,197.242134
9423.274533,3,197.247133
-5079.85704,3,197.252133
-5576.72408,3,197.256133
343.429024,5,197.264133
852.422696,4,197.270133
-5116.723442,3,197.278132
343.428307,5,197.286132
-5656.572146,5,197.294132
-5557.998037,3,197.299132
-5116.724245,3,197.303133
9343.41241,5,197.311136
-5147.581441,4,197.317139
343.442518,5,197.324649
-5147.587938,4,197.330648
9901.416724,3,197.335649
343.443803,5,197.343649
343.439477,5,197.351649
-5656.576369,5,197.35895
343.452482,5,197.366962
-5625.724774,4,197.372959
-5656.577127,5,197.380389
-5576.725942,3,197.388499
-5607.579818,4,197.394499
-5656.580061,5,197.401781
-5656.577354,5,197.408792
-5147.576804,4,197.413792
9920.142315,3,197.417412
883.280505,3,197.422232
374.288894,4,197.42924
343.454598,5,197.436779
9883.272331,3,197.441779
883.293553,3,197.445779
-5656.577073,5,197.452779
-20656.571573,5,197.458779
9343.424261,5,197.464778
-20656.573749,5,197.471778
343.431558,5,197.477778
-5098.58302,3,197.481778
-5656.581327,5,197.487778
343.435689,5,197.49878
343.44713,5,197.506328
-5147.581535,4,197.511698
343.436061,5,197.519827
852.436673,4,197.526335
9852.419938,4,197.532335
-5588.856164,4,197.538458
392.427136,4,197.544458
392.422108,4,197.550458
883.279483,3,197.555579
343.448155,5,197.563579
-5656.57841,5,197.570578
883.279282,3,197.575577
9460.144784,3,197.580579
-5147.575433,4,197.586578
-5079.855534,3,197.591582
-5557.995648,3,197.596579
9901.412754,3,197.600581
9901.411448,3,197.608589
-5147.584336,4,197.614584
9852.413543,4,197.620782
901.419185,3,197.626294
-5576.728651,3,197.630294
-5539.858366,3,197.635294
374.281088,4,197.641299
920.155435,3,197.646294
9852.422385,4,197.652297
343.433942,5,197.659451
-5116.724007,3,197.664743
343.440347,5,197.672143
-5656.571581,5,197.679143
9901.410686,3,197.684142
-5557.995626,3,197.688142
-5098.588815,3,197.693142
-5656.576888,5,197.701143
374.28483,4,197.707142
9460.140509,3,197.712146
343.436441,5,197.722649
411.156659,4,197.728653
-5098.585555,3,197.734653
374.283104,4,197.740653
374.29725,4,197.746653
-5098.587321,3,197.751653
-5656.580386,5,197.758653
-5539.853141,3,197.763654
-5607.577381,4,197.769654
-20588.84093,4,197.775654
-5079.857396,3,197.780653
-5625.714579,4,197.787768
343.433327,5,197.794771
-5147.585205,4,197.799896
343.43496,5,197.80792
343.425738,5,197.815985
343.435568,5,197.823943
343.422784,5,197.834386
343.431289,5,197.842385
852.426276,4,197.849386
-5656.573516,5,197.856652
9852.416635,4,197.862661
9901.415066,3,197.867768
343.433479,5,197.875767
920.149312,3,197.880767
852.429411,4,197.886767
-5588.852073,4,197.892768
343.440391,5,197.899767
-5539.857443,3,197.904447
411.1617,4,197.909451
-5539.855635,3,197.91345
-5656.575792,5,197.920453
-5098.583848,3,197.924967
-20656.565123,5,197.935962
-5079.854379,3,197.93996
343.435791,5,197.94796
-5079.858653,3,197.952373
-5116.723442,3,197.956373
852.42642,4,197.962373
-5576.724902,3,197.966372
-5607.577048,4,197.972873
343.429517,5,197.980876
-5557.996812,3,197.986003
-5588.851552,4,197.992006
9392.418854,4,197.999002
343.425512,5,198.005145
343.452825,5,198.012151
-5098.588071,3,198.01615
-5098.589434,3,198.02115
-5576.723144,3,198.025663
-20656.559779,5,198.034549
852.437847,4,198.040669
901.417725,3,198.048669
920.14984,3,198.053781
-5588.843986,4,198.059904
-5116.720522,3,198.064903
343.438411,5,198.072937
-20656.541543,5,198.079264
-5116.724727,3,198.084265
-5098.582886,3,198.088265
9411.148237,4,198.09546
343.432669,5,198.10246
-5098.587225,3,198.10746
-5588.852165,4,198.113464
343.423768,5,198.121587
-5576.724525,3,198.126098
883.286468,3,198.130098
343.428673,5,198.1381
-5656.579662,5,198.146098
343.504662,5,198.156953
343.441184,5,198.164953
-5576.725981,3,198.16913
901.434595,3,198.174126
9920.147572,3,198.179127
-5588.845865,4,198.185625
343.434688,5,198.193625
-5098.587862,3,198.197625
-5625.718288,4,198.204623
-5557.995515,3,198.209692
-5588.852664,4,198.215691
-5588.846493,4,198.221794
-20656.560422,5,198.229305
343.436235,5,198.236851
852.441793,4,198.24285
-5098.585939,3,198.24785
-5079.859006,3,198.252851
411.155945,4,198.258852
-5656.573888,5,198.268993
9423.276011,3,198.273991
-5656.581507,5,198.280989
-5588.851351,4,198.28699
-5588.844813,4,198.292992
392.421717,4,198.299991
-20607.574078,4,198.305989
852.436482,4,198.312151
-20147.541603,4,198.318152
-5116.724617,3,198.322653
9343.420368,5,198.330657
-5098.582132,3,198.335656
-5656.574249,5,198.342656
-5079.856887,3,200.632354
-5576.718894,3,200.63736
883.302341,3,200.642356
-5147.586751,4,200.647356
-5539.856995,3,200.65236
392.426194,4,200.658459
343.435476,5,200.666572
9343.422154,5,200.675748
9460.143031,3,200.680748
9901.415066,3,200.685755
-20656.576849,5,200.693752
-5098.588776,3,200.697752
343.438208,5,200.705748
343.442813,5,200.713752
9901.414024,3,200.718752
-5588.854271,4,200.725259
-5656.575456,5,200.732259
9343.4268,5,200.740259
-5625.712647,4,200.746259
343.453527,5,200.75398
-5557.991007,3,200.75898
-5079.853333,3,200.763983
-5607.580768,4,200.769979
-5576.726571,3,200.773979
9343.425015,5,200.783983
-5588.855315,4,200.790983
-5557.992735,3,200.79598
-20656.559135,5,200.803527
-20656.563726,5,200.811538
-5557.995774,3,200.815537
-5539.85689,3,200.820537
-5588.850917,4,200.826048
-5656.579124,5,200.835045
9883.274832,3,200.840048
-5147.579546,4,200.847045
-20607.580074,4,200.854045
9343.424496,5,200.861465
9920.143047,3,200.865476
343.429427,5,200.871872
9920.145864,3,200.875984
-5147.586396,4,200.880984
9343.425334,5,200.892173
-20588.849096,4,200.898172
9392.421627,4,200.904172
-20625.700072,4,200.909172
-20147.576794,4,200.915177
-5116.723281,3,200.91962
343.425232,5,200.92713
-20625.694655,4,200.93313
-5147.583444,4,200.93978
442.007688,3,200.944779
392.43095,4,200.951174
9343.418941,5,200.958269
9392.416906,4,200.964264
374.285366,4,200.971428
9920.149369,3,200.976427
-5588.853324,4,200.983429
-5576.726445,3,200.988425
-5656.571762,5,200.996424
-5557.994507,3,201.004424
9423.274993,3,201.008813
-5079.855116,3,201.014818
-5576.72082,3,201.019714
343.427334,5,201.027294
-5098.588749,3,201.032293
343.449766,5,201.039752
-5147.581808,4,201.045756
9423.274814,3,201.050752
423.287294,3,201.055754
-5656.58128,5,201.063752
-5098.589393,3,201.067751
9343.427593,5,201.07575
-5625.710348,4,201.08075
-5588.848367,4,201.085751
-5098.585767,3,201.08975
343.456057,5,201.09675
-5656.580054,5,201.103751
-5147.58132,4,201.112758
343.454428,5,201.119758
9343.428993,5,201.12863
9392.42365,4,201.13463
343.440722,5,201.142639
-5079.855724,3,201.146639
-5147.578935,4,201.152639
343.433751,5,201.164347
-5656.577622,5,201.174347
-20607.571207,4,201.182507
9343.425687,5,201.191626
-5098.583318,3,201.196626
9392.416522,4,201.20463
-20656.556176,5,201.21563
-5079.853257,3,201.22363
-5656.574482,5,201.230137
9392.419132,4,201.237137
852.46183,4,201.243137
343.433882,5,201.251137
-5557.993881,3,201.255137
343.437972,5,201.263137
9343.414638,5,201.270137
-5588.84777,4,201.276137
343.4275,5,201.282137
-5576.726726,3,201.286537
-5656.570164,5,201.294538
411.151308,4,201.300905
-5656.572185,5,201.308905
374.287459,4,201.314908
-5098.588098,3,201.318908
-5607.582558,4,201.324908
-5607.579999,4,201.333416
9460.144446,3,201.338417
9901.417676,3,201.343416
-5576.728624,3,201.347416
9883.278061,3,201.352416
-5098.588578,3,201.357416
9901.413519,3,201.362416
-5588.849543,4,201.368416
343.430058,5,201.376416
-5625.721192,4,201.382416
9423.276931,3,201.386416
-5079.856991,3,201.391416
343.430424,5,201.399416
343.443008,5,201.407416
-20656.542422,5,201.41442
9343.427089,5,201.42242
-5147.578865,4,201.427926
9411.153701,4,201.433926
-5079.855066,3,201.441926
343.442611,5,201.450022
-5576.728251,3,201.454545
374.292829,4,201.460545
-5557.993226,3,201.4652
-5098.586885,3,201.469641
-5576.728572,3,201.47464
-5539.855911,3,201.47764
-5656.570197,5,201.48464
-5098.585734,3,201.489641
343.428008,5,201.497147
343.433781,5,201.505146
9901.412454,3,201.510149
-20656.575852,5,201.518149
-5656.580445,5,201.525651
9883.279743,3,201.530656
-5656.578819,5,201.538655
-5098.584026,3,201.543654
-5625.720398,4,201.552658
-5557.994888,3,201.557659
852.423907,4,201.564655
-5656.577641,5,201.571654
374.295801,4,201.578655
343.439178,5,201.585656
374.284239,4,201.590655
-5625.727956,4,201.595655
-5656.583495,5,201.603156
-5656.575833,5,201.611165
883.2874,3,201.61616
392.421071,4,201.622405
9460.141923,3,201.626918
343.428856,5,201.634918
9343.422689,5,201.641922
-5557.998068,3,201.646918
-5588.849978,4,201.65292
-5656.577724,5,201.663917
343.425331,5,201.670917
-5116.723021,3,201.674918
-5147.580888,4,201.679917
-5116.721443,3,201.682917
-5557.993602,3,201.687036
9343.428547,5,201.695038
343.446222,5,201.703038
852.442617,4,201.709039
-5147.579333,4,201.715046
-5539.856599,3,201.720046
-5539.856801,3,201.724046
9411.141764,4,201.730561
-20607.565919,4,201.737562
-5098.583815,3,201.741562
392.424489,4,201.747562
-5557.998302,3,201.752563
-20656.543982,5,201.760562
343.452702,5,201.771561
343.438561,5,201.779558
-5079.847535,3,201.783558
-5656.582049,5,201.79182
-5098.586002,3,201.796819
852.427614,4,201.803107
392.424182,4,201.809107
-5607.580044,4,201.815111
883.287545,3,201.820587
392.422212,4,201.826629
-5607.581032,4,201.832628
-5576.725515,3,201.837629
9411.147211,4,201.843629
343.432686,5,201.850629
-5147.578716,4,201.856628
343.451713,5,201.868812
343.440064,5,201.883129
9343.429814,5,201.891408
9392.416722,4,201.897408
-5656.581373,5,201.904408
-5607.577929,4,201.910408
-5557.995219,3,201.915756
-5539.857407,3,201.920756
-5147.584296,4,201.926262
-5079.845156,3,201.930271
9883.275011,3,201.934268
-5656.577377,5,201.940269
-5576.725453,3,201.945792
852.429147,4,201.951826
-20147.577601,4,201.960282
343.429817,5,201.968895
-5625.719757,4,201.977031
343.425791,5,201.990574
-5656.576609,5,201.999572
852.455893,4,202.005963
-20147.574561,4,202.013968
343.430105,5,202.022463
411.154873,4,202.029571
-5116.726944,3,202.035722
343.45752,5,202.044722
343.431052,5,202.05276
-5539.857088,3,202.058898
9423.27191,3,202.064237
-5557.997722,3,202.070869
343.428307,5,202.080827
343.439697,5,202.099317
852.420913,4,202.108957
9343.41793,5,202.118869
-5656.574984,5,202.128379
343.459119,5,202.137379
-5576.725641,3,202.143379
883.279897,3,202.149379
9901.413652,3,202.15738
-5656.578993,5,202.166381
-20656.562661,5,202.176481
392.433489,4,202.18548
9852.415138,4,202.192639
-20116.714272,3,202.198638
9901.411651,3,202.205638
920.148657,3,202.216644
9852.416937,4,202.224671
852.432936,4,202.232196
343.426094,5,202.240476
392.430444,4,202.246554
392.432606,4,202.253553
9343.426398,5,202.261556
9920.14259,3,202.266989
-5098.588162,3,202.271935
-5147.581128,4,202.278637
-5656.575368,5,202.288851
-5147.579698,4,202.294851
-20656.56614,5,202.30469
-5656.581596,5,202.312735
-5656.572964,5,202.323981
-5539.858058,3,202.329118
-5116.723883,3,202.334118
-5656.578307,5,202.342372
343.43422,5,202.351503
-5607.584908,4,202.358518
-5147.586505,4,202.365956
411.160727,4,202.374166
9920.142906,3,202.380166
-5656.577898,5,202.390165
-5625.72672,4,202.398166
374.280215,4,202.406165
-5588.847941,4,202.413169
9852.417677,4,202.42017
-5607.58263,4,202.430284
9852.424759,4,202.437284
-20656.557997,5,202.445284
901.419993,3,202.450286
883.306032,3,202.456283
343.423497,5,202.464281
343.493159,5,202.473282
-5539.857626,3,202.478281
-5656.581494,5,202.486281
343.434395,5,202.494282
852.430418,4,202.501292
9920.141864,3,202.506165
411.160209,4,202.512834
-5656.579496,5,202.520832
9852.418078,4,202.527776
852.432712,4,202.533775
-5625.721522,4,202.542775
9343.419369,5,202.55069
-20656.539133,5,202.558704
-5656.575947,5,202.564704
-5607.587002,4,202.571023
-5098.586109,3,202.576024
-5098.580618,3,202.580024
343.450921,5,202.589024
9460.142479,3,202.594024
-5557.994265,3,202.599024
-5656.583439,5,202.606023
343.433145,5,202.614026
9343.421817,5,202.62203
-20656.576029,5,202.629733
-5116.724947,3,202.63514
-5098.580689,3,202.640139
392.420999,4,202.650164
-5557.996161,3,202.655173
-5116.722026,3,202.660172
343.432578,5,202.668175
343.437848,5,202.675173
-5588.845321,4,202.682407
-5656.57885,5,202.689406
-5656.574775,5,202.696407
-5656.581027,5,202.704406
901.420752,3,202.709407
-20656.561748,5,202.716411
-20656.555732,5,202.72441
-5098.588803,3,202.729024
-20625.715227,4,202.735026
-5539.854297,3,202.740024
-20656.570802,5,202.748292
343.427151,5,202.759795
883.278171,3,202.764793
343.455774,5,202.772897
-5625.720948,4,202.778963
343.433977,5,202.787211
-5656.576195,5,202.795699
-5625.721632,4,202.8027
411.168343,4,202.809044
-20625.679679,4,202.814594
-5079.856494,3,202.820248
901.424234,3,202.826247
343.436225,5,202.835763
343.434581,5,202.846289
883.286733,3,202.85149
9343.416338,5,202.860002
-5116.724227,3,202.867977
343.427136,5,202.879072
-5625.719927,4,202.885854
343.439731,5,202.892856
343.436972,5,202.90369
-5147.566724,4,202.910174
-5079.852383,3,202.915178
343.451436,5,202.923177
-5116.72546,3,202.928867
343.434486,5,202.937413
-5098.589463,3,202.941412
343.455677,5,202.950416
343.431909,5,202.958415
-5656.584286,5,202.966417
-5147.577829,4,202.973412
-5079.852216,3,202.981413
-5557.997482,3,202.98682
-5588.850237,4,202.993254
343.447795,5,203.000412
-20656.566802,5,203.008413
-5607.581785,4,203.014925
-5656.577855,5,203.023721
-5607.574772,4,203.02907
-5539.857088,3,203.033077
852.423857,4,203.039148
374.285717,4,203.045148
852.434283,4,203.052163
-5588.845941,4,203.058323
9423.274298,3,203.061323
-5656.573268,5,203.069818
343.434865,5,203.076818
343.431591,5,203.087632
9883.277247,3,203.092632
-5079.855528,3,203.097632
852.424699,4,203.103974
343.423074,5,203.112091
-5098.583412,3,203.11609
343.431963,5,203.124091
-5147.581066,4,203.130603
-5557.999292,3,203.1356
411.155113,4,203.141599
343.437651,5,203.148779
-5079.855712,3,203.15378
411.156944,4,203.159779
9852.412689,4,203.166
-5656.578525,5,203.173997
-5656.576995,5,203.181997
343.443803,5,203.189997
-5656.579528,5,203.199998
374.285105,4,203.205997
-5098.586615,3,203.209996
-5539.85791,3,203.213999
392.430536,4,203.220999
-5576.726433,3,203.224999
-5539.85025,3,203.230506
392.426318,4,203.236505
392.429301,4,203.242506
343.447725,5,203.250506
343.441676,5,203.259506
-5656.57441,5,203.267508
374.292079,4,203.273616
9343.421373,5,203.280615
883.28056,3,203.284726
343.44397,5,203.292724
9920.144827,3,203.297724
-5656.570373,5,203.308504
-5147.580458,4,203.314507
852.425583,4,203.320508
-5116.722108,3,203.326507
-5147.585421,4,203.332014
-5098.582956,3,203.337014
852.426641,4,203.343014
-5607.580131,4,203.349014
-5539.856918,3,203.353015
-5576.727118,3,203.358114
411.15442,4,203.364123
343.434567,5,203.37269
-5656.575797,5,203.379848
-5079.85907,3,203.384849
-5656.576,5,203.391225
-5116.725093,3,203.394329
392.425821,4,203.399329
-5557.997976,3,203.403328
-5656.576782,5,203.410327
-5079.85628,3,203.418118
343.440256,5,203.425139
392.441313,4,203.432697
9883.274285,3,203.437137
343.427208,5,203.445232
-5625.718953,4,203.451744
343.430677,5,203.458744
-5116.723129,3,203.463802
-5656.581801,5,203.471802
-5656.585114,5,203.479802
-20656.568196,5,203.486802
-20656.5718,5,203.494802
-5656.580501,5,203.502937
852.43765,4,203.508937
-5625.718011,4,203.514942
-5079.857166,3,203.518984
-5098.587764,3,203.522983
423.27884,3,203.529841
343.46848,5,203.538359
374.292284,4,203.543658
-5557.995906,3,203.548661
-5539.852546,3,203.553659
-5539.857147,3,203.557777
-5557.998331,3,203.562777
9883.276098,3,203.567777
-5588.852702,4,203.573778
343.437529,5,203.581779
411.162324,4,203.587887
901.420948,3,203.592886
374.285274,4,203.598886
-5576.725379,3,203.603887
-5576.725435,3,203.608887
-5116.725632,3,203.61289
852.420443,4,203.61989
-5656.577305,5,203.627792
-5656.575439,5,203.637796
-5656.582567,5,203.646244
-5656.578141,5,203.653537
-5588.855139,4,203.660545
-5656.578536,5,203.668545
-5607.583491,4,203.674545
9852.421404,4,203.680546
374.308606,4,203.687021
9901.415605,3,203.692021
-5098.586283,3,203.697316
-5116.725404,3,203.702413
-5588.851159,4,203.708413
9411.146368,4,203.715275
-5147.578415,4,203.721274
-5079.856007,3,203.726274
-5588.840656,4,203.731782
9343.421357,5,203.739453
920.148026,3,203.747891
-20655.845183,5,203.75489
9343.417156,5,203.762891
-5656.584059,5,203.77089
343.438081,5,203.778261
-20147.5701,4,203.784261
-5656.582575,5,203.792261
-5557.995357,3,203.797264
343.445197,5,203.805453
9374.28125,4,203.811453
9343.414207,5,203.819664
-20656.552752,5,203.824662
-5656.581991,5,203.83217
883.297879,3,203.83717
9901.413556,3,203.842171
-5116.728931,3,203.846173
852.426735,4,203.856179
-5656.580839,5,203.863181
-5656.576087,5,203.871178
-5147.581523,4,203.877178
-5607.58148,4,203.884166
343.442476,5,203.89922
343.432712,5,203.907214
411.158981,4,203.913221
9460.146427,3,203.918346
-5079.855221,3,203.923237
-5588.8475,4,203.928753
-5576.728293,3,203.933962
9460.143459,3,203.938962
343.423307,5,203.944963
-5588.853304,4,203.950961
343.43335,5,203.958961
-5557.994257,3,203.966961
-5607.580202,4,203.972961
343.455955,5,203.980652
-5079.855079,3,203.985651
-5656.580038,5,203.992652
343.433339,5,204.000652
9901.412509,3,204.005651
-5098.588861,3,204.010652
-5588.847845,4,204.01609
343.425015,5,206.311481
343.440422,5,206.32049
-5539.854526,3,206.325327
883.279141,3,206.329862
852.430096,4,206.33687
9423.27059,3,206.340868
343.487227,5,206.348443
-5557.996792,3,206.35303
-5147.587271,4,206.359029
343.434587,5,206.367097
343.462658,5,206.377763
-5147.588079,4,206.384707
343.430794,5,206.390707
-5607.584013,4,206.396707
9343.422297,5,206.403705
-5588.849832,4,206.409704
-5147.579522,4,206.416707
-5147.577466,4,206.422707
-20147.577833,4,206.429214
-5656.576681,5,206.43665
-5079.856984,3,206.441163
-5576.728353,3,206.446162
423.279601,3,206.451162
343.437287,5,206.458161
-5098.584163,3,206.463161
-5656.566575,5,206.471162
-5588.85192,4,206.477162
343.443318,5,206.485162
-5116.722961,3,206.492162
343.44393,5,206.499161
901.422056,3,206.504162
883.282749,3,206.509253
-5079.856106,3,206.513252
-5625.718898,4,206.519259
392.426615,4,206.525259
9343.416661,5,206.531773
-5588.850935,4,206.538266
-5656.567593,5,206.546266
343.442118,5,206.553447
-5588.852738,4,206.558447
9920.145688,3,206.562448
-20625.698424,4,206.567447
374.289382,4,206.574447
-5576.726547,3,206.57845
852.442614,4,206.585447
-5656.573704,5,206.592909
-5656.577127,5,206.603005
-5607.584947,4,206.608005
9901.411848,3,206.61353
-5576.72293,3,206.626563
423.285918,3,206.631075
883.280506,3,206.636075
343.442336,5,206.644077
-5656.578128,5,206.651368
343.440507,5,206.659366
-5079.85817,3,206.662827
-5147.581109,4,206.668839
-5656.584016,5,206.674987
-5116.722594,3,206.679999
-5576.726886,3,206.684999
343.440422,5,206.692375
343.459816,5,206.700376
-5607.579941,4,206.709527
9460.141816,3,206.714532
-5147.580222,4,206.720629
-5576.726805,3,206.725626
-20656.562191,5,206.73329
-5079.859527,3,206.7383
-5557.988052,3,206.743304
392.425375,4,206.749301
