#{"t_start": 1755854826.2525046, "env_id": "None"}
r,l,t
-5098.585616,3,41.864043
-20656.56087,5,41.871039
9852.418992,4,41.878039
9343.429773,5,41.888039
9423.273964,3,41.893046
-5557.990197,3,41.897379
-5557.996366,3,41.901382
-5116.722126,3,41.904379
9343.425798,5,41.912965
9883.275405,3,41.916965
-5607.572434,4,41.924131
343.431859,5,41.932124
-20656.560166,5,41.940254
-5098.586848,3,41.946077
343.433903,5,41.954076
-5607.584717,4,41.960306
-5079.856339,3,41.965305
-5588.850861,4,41.971305
-5576.7228,3,41.97746
-5147.582965,4,41.983457
343.484602,5,41.996469
-5079.855388,3,42.001472
901.424038,3,42.005837
343.433656,5,42.013247
343.442315,5,42.021247
374.287218,4,42.026248
-5098.58321,3,42.030587
343.432092,5,42.037589
-5539.857941,3,42.041592
-5607.575818,4,42.048587
-5656.583794,5,42.056707
-5147.580317,4,42.063358
343.439114,5,42.070499
-5656.557655,5,42.079498
392.426295,4,42.085499
374.2899,4,42.09164
9883.273019,3,42.099631
-5656.580085,5,42.108142
-20607.577662,4,42.114139
9411.147529,4,42.119139
374.281608,4,42.125255
-5656.573867,5,42.133702
-5116.719908,3,42.138701
-5588.854132,4,42.144831
392.420566,4,42.149833
-5539.855036,3,42.153831
-5656.576987,5,42.161832
343.433313,5,42.169831
-5607.580134,4,42.176306
-5607.580068,4,42.182318
901.4317,3,42.185784
-5557.99786,3,42.190784
852.42574,4,42.197787
-5588.854833,4,42.203787
-5625.720596,4,42.213295
-5656.57411,5,42.219295
343.434558,5,42.227295
-5539.856368,3,42.232295
343.426649,5,42.240589
343.432185,5,42.246606
9374.277892,4,42.253609
-20656.560218,5,42.261606
-5656.583733,5,42.268613
-5539.85519,3,42.273691
9460.141675,3,42.278691
901.421577,3,42.283691
-5079.857436,3,42.288691
-5098.585139,3,42.293056
-5625.722412,4,42.299057
-5539.85624,3,42.303172
-5147.572266,4,42.310203
-5098.583948,3,42.314199
-5539.8576,3,42.3222
-5079.856054,3,42.3272
374.287837,4,42.334327
-5116.724318,3,42.338327
-20656.574906,5,42.34745
-5147.583766,4,42.353446
343.428403,5,42.361446
-5576.72564,3,42.366446
-5116.723576,3,42.371446
-20147.573994,4,42.378454
411.152223,4,42.384462
-5557.996317,3,42.389591
460.147297,3,42.394721
442.008759,3,42.39972
411.164152,4,42.406224
-5079.855927,3,42.411572
343.428428,5,42.419572
-5656.578007,5,42.430574
-5557.988215,3,42.435574
-5098.588546,3,42.440574
-5098.58402,3,42.445574
343.432452,5,42.453573
343.450047,5,42.460574
-5079.853404,3,42.465574
-5656.577618,5,42.473576
9343.424334,5,42.481573
9852.419101,4,42.487574
343.49568,5,42.496129
9392.418522,4,42.502133
-20116.71437,3,42.506635
-5557.998739,3,42.511642
883.28601,3,42.516642
-5079.854546,3,42.520642
392.426855,4,42.526643
-5116.726022,3,42.530642
-5098.58406,3,42.538934
9901.413545,3,44.97782
-5588.847759,4,44.983819
392.422638,4,44.989964
343.432437,5,44.999033
-5656.575243,5,45.006178
343.428983,5,45.014844
-5656.573002,5,45.020844
-5656.571202,5,45.027984
-5656.578417,5,45.035983
-5147.579025,4,45.046204
-5625.721974,4,45.052202
343.431167,5,45.060704
-5588.84916,4,45.066701
-5539.856816,3,45.071702
-5588.852097,4,45.078839
-5656.577799,5,45.085838
-5147.582414,4,45.092232
-5656.574626,5,45.10024
-5079.856492,3,45.10524
-5625.720518,4,45.111746
-5656.57777,5,45.119747
-5656.578143,5,45.127747
901.434401,3,45.132746
-5576.725412,3,45.136746
-5557.998494,3,45.141747
852.420206,4,45.148747
411.167635,4,45.15787
-5656.573981,5,45.165862
343.466675,5,45.173862
-5098.58693,3,45.178862
343.451074,5,45.185862
852.432966,4,45.191862
343.429191,5,45.199865
852.423578,4,45.205865
343.431165,5,45.214862
374.284698,4,45.219872
411.177982,4,45.224872
-5079.859015,3,45.230045
-5588.85218,4,45.236053
-5656.576697,5,45.245054
-5656.575559,5,45.252053
9392.415196,4,45.259053
-5656.576674,5,45.269233
-5607.583908,4,45.276721
9343.417855,5,45.28414
-5147.577471,4,45.28914
-5656.571856,5,45.297148
9343.421244,5,45.305148
343.440883,5,45.313656
9374.283581,4,45.319656
-5079.856612,3,45.324656
374.707001,4,45.331657
9883.275562,3,45.335657
343.471026,5,45.343729
-5557.998229,3,45.348726
-5147.584155,4,45.355108
-5607.585213,4,45.362108
9442.002754,3,45.367107
-5116.72188,3,45.374321
-5576.726746,3,45.379376
9343.422232,5,45.387376
-5079.859346,3,45.392379
343.430449,5,45.400383
392.433169,4,45.406383
-5557.994595,3,45.411894
343.432267,5,45.420059
-5656.576934,5,45.428054
-5576.723196,3,45.432058
343.460665,5,45.440058
392.42389,4,45.447058
-20607.573278,4,45.452058
-20656.570311,5,45.460059
343.421898,5,45.468058
343.438176,5,45.476059
9343.417092,5,45.487055
343.428251,5,45.495397
-5656.571093,5,45.501397
-5656.571603,5,45.508906
-5098.5854,3,45.513911
-5098.585445,3,45.51791
-5576.724485,3,45.523044
343.43169,5,45.531255
343.430896,5,45.539385
-5607.584744,4,45.545539
343.439906,5,45.553538
374.285333,4,45.560539
-5656.578524,5,45.568539
-5557.99632,3,45.572636
392.43644,4,45.579648
-5079.853028,3,45.584648
-5557.994799,3,45.59175
901.429814,3,45.596756
9411.148044,4,45.601771
-5079.856916,3,45.606753
374.280798,4,45.613261
-20588.833134,4,45.619262
374.28534,4,45.626262
-5576.724024,3,45.63126
-5098.581907,3,45.636261
-5656.577323,5,45.644261
9343.419699,5,45.65149
-5656.580537,5,45.65895
-5625.719006,4,45.664963
920.148657,3,45.669036
-5656.580871,5,45.67749
852.428291,4,45.683493
343.467169,5,45.691495
-5576.725064,3,45.696501
-5607.581567,4,45.70697
343.430901,5,45.715489
411.155685,4,45.721489
9343.42388,5,45.729489
9343.418322,5,45.736489
-5557.994074,3,45.740489
-5576.727643,3,45.745489
883.277905,3,45.749489
-5147.584308,4,45.754488
9920.141597,3,45.75949
-20656.562411,5,45.767588
343.438113,5,45.776213
411.157128,4,45.781376
-5147.585857,4,45.788376
374.282789,4,45.79405
-20656.572502,5,45.800049
-5625.720617,4,45.806052
-5588.854629,4,45.816569
883.280835,3,45.820569
-5147.578697,4,45.827571
883.280035,3,45.832569
9392.417001,4,45.838569
-5656.583636,5,45.846755
343.460265,5,45.854985
-5147.578631,4,45.861036
-5656.58022,5,45.869033
-5656.576253,5,45.877033
852.422653,4,45.882032
411.159769,4,45.888032
-5656.579878,5,45.896036
9411.148025,4,45.902037
-5098.58471,3,45.907036
-20656.571439,5,45.914543
-5656.578589,5,45.924909
343.430886,5,45.933429
-5557.993398,3,45.937438
374.287836,4,45.94497
-5625.717353,4,45.951094
343.433833,5,45.959094
-5539.855409,3,45.964093
9852.413712,4,45.970093
-5607.580921,4,45.977096
-5079.855034,3,45.982093
920.157119,3,45.986093
-5098.583439,3,45.991096
-5147.574251,4,45.997509
-5576.727196,3,46.001508
343.483854,5,46.009012
852.423571,4,46.015017
423.295643,3,46.020017
-5576.729266,3,46.024165
-5557.996055,3,46.032159
-5607.582876,4,46.038159
-5656.574667,5,46.046561
-5098.586885,3,46.051564
852.423304,4,46.057563
852.424051,4,46.06479
-5607.579577,4,46.070789
-5116.722536,3,46.076355
343.449265,5,46.084348
-20656.559373,5,46.093412
-5625.718589,4,46.099416
9343.417906,5,46.108576
343.439319,5,46.116582
-20656.556202,5,46.124588
374.30626,4,46.130581
9411.144632,4,46.14076
-5656.577299,5,46.149084
9411.149432,4,46.155083
460.15141,3,46.159085
-5098.585353,3,46.163084
343.428561,5,46.170589
883.279077,3,46.175721
852.423635,4,46.18223
-5098.587161,3,46.18623
343.465075,5,46.194236
411.157217,4,46.201235
343.458004,5,46.208683
-5625.720368,4,46.215035
-5588.848162,4,46.221035
343.436828,5,46.22952
9901.419371,3,46.23352
9460.143459,3,46.238522
901.438601,3,46.24352
392.424083,4,46.252527
-5656.575717,5,46.259882
-5098.586534,3,46.264881
343.43114,5,46.27334
374.295484,4,46.279552
343.425276,5,46.286559
343.446869,5,46.294864
-5539.854506,3,46.299863
411.151568,4,46.305866
343.453061,5,46.31419
9392.416397,4,46.32019
9343.411988,5,46.328335
9411.147516,4,46.334334
374.286052,4,46.341338
343.449878,5,46.349346
9343.417493,5,46.360546
343.433624,5,46.367543
343.433584,5,46.374927
9423.272288,3,46.380927
852.430891,4,46.38609
-5656.576014,5,46.394559
9920.141663,3,46.399558
-20656.574749,5,46.407557
343.42842,5,46.416071
-5588.853665,4,46.421885
-5588.852977,4,46.428906
852.428666,4,46.435058
9423.27417,3,46.440057
-5656.578819,5,46.449057
9392.411109,4,46.455057
9460.144146,3,46.464151
374.290118,4,46.470151
-5607.581089,4,46.476151
-5656.577351,5,46.48415
9901.415525,3,46.489151
-5539.857676,3,46.494152
9343.411519,5,46.502155
411.156941,4,46.508155
-20147.575728,4,46.514668
-5588.838617,4,46.520669
9343.410319,5,46.52868
-20625.71408,4,46.534679
-20656.574496,5,46.543685
-5079.850627,3,46.548679
9442.000555,3,46.552679
-5147.582606,4,46.558748
-5625.719747,4,46.565762
-5607.576434,4,46.571762
343.432983,5,46.582986
-5607.580785,4,46.587986
-5116.718204,3,46.593559
392.426492,4,46.600562
-5116.718592,3,46.604682
852.4486,4,46.611315
-5079.853208,3,46.616314
-5625.724181,4,46.622314
343.430802,5,46.629313
-5539.855923,3,46.634313
343.444212,5,46.642314
-5588.848855,4,46.648313
-5656.575358,5,46.65642
-5625.720495,4,46.662441
-20607.576866,4,46.669625
-5116.722778,3,46.673628
-5656.573981,5,46.68591
343.430733,5,46.695232
392.426817,4,46.702564
-5588.853026,4,46.708565
-5607.582487,4,46.715071
852.427787,4,46.721071
9883.274638,3,46.72607
-5625.718155,4,46.73207
9920.144158,3,46.737071
-5557.992828,3,46.74207
-5098.583315,3,46.747071
9392.423135,4,46.754071
374.297758,4,46.761097
-5116.728435,3,46.765094
-5147.578134,4,46.771094
343.428092,5,46.779939
9343.420894,5,46.787939
-5098.582561,3,46.796234
901.426604,3,46.800497
-20656.57317,5,46.809727
-5576.727362,3,46.814732
411.153692,4,46.819732
-5588.852973,4,46.826733
343.43693,5,46.834735
-5539.857258,3,46.838733
852.425854,4,46.846011
-5576.727062,3,46.851013
343.431413,5,46.859015
-5079.858687,3,46.864014
883.279049,3,46.869014
-20656.560271,5,46.877461
343.432317,5,46.885459
-5098.585341,3,46.889544
9343.422619,5,46.89856
-20656.559423,5,46.909812
-5625.719066,4,46.916255
-5656.583703,5,46.923814
343.443763,5,46.931814
392.422701,4,46.937814
9460.140822,3,46.942814
-5656.574201,5,46.951833
-5656.575482,5,46.960361
-20656.56031,5,46.967915
852.421526,4,46.974921
-5656.572223,5,46.983915
-5098.586808,3,46.987915
-20656.57215,5,46.996104
9423.277106,3,47.001103
343.433083,5,47.008277
852.440691,4,47.017788
-5607.585475,4,47.023787
343.457209,5,47.031796
343.433238,5,47.037796
-5656.574253,5,47.046115
-5116.719922,3,47.051115
-5656.578076,5,47.059245
-5539.852888,3,47.063244
-5656.571856,5,47.070244
343.445415,5,47.077411
-5147.586268,4,47.084408
-20656.575337,5,47.091571
343.427988,5,47.099571
374.291147,4,47.10657
-5588.848301,4,47.113079
343.449708,5,47.124074
411.15487,4,47.136099
-5079.854589,3,47.141102
343.451055,5,47.1491
-5607.585058,4,47.155099
9343.415075,5,47.164099
9442.003327,3,47.1691
411.155512,4,47.175099
-5539.858548,3,47.181099
-20656.530432,5,47.188099
-20607.569241,4,47.195099
423.27894,3,47.200103
-5539.855018,3,47.204103
-5607.579814,4,47.21161
343.425513,5,47.219614
-20656.575201,5,47.22753
-5147.580851,4,47.236523
901.42144,3,47.241528
374.28994,4,47.248527
-5656.58132,5,47.256526
-20147.573894,4,47.262523
-5079.855145,3,47.267523
-5607.587702,4,47.273641
9883.271195,3,47.278651
343.452711,5,47.28665
-5656.572299,5,47.294888
-5098.576146,3,47.299901
-20656.571573,5,47.307035
-5098.581213,3,47.313576
411.170612,4,47.318575
343.48764,5,47.326575
9392.415288,4,47.332575
-5656.58476,5,47.34394
-5656.57278,5,47.351938
-5656.576531,5,47.359936
343.434391,5,47.367938
343.462251,5,47.375937
343.447997,5,47.383937
-5098.585499,3,47.388937
343.444615,5,47.396941
-5116.725708,3,47.401941
343.426315,5,47.410444
-5656.579261,5,47.418448
-5079.854122,3,47.422448
-5656.575736,5,47.429448
-5625.715539,4,47.435452
343.438904,5,47.443816
-5079.852161,3,47.448816
-5557.99662,3,47.455818
343.430801,5,47.464816
411.153129,4,47.471084
-5116.725333,3,47.476084
852.437036,4,47.482197
9423.27743,3,47.486207
920.162076,3,47.491624
9883.276484,3,47.496626
-5656.574314,5,47.504624
-5098.579148,3,47.508764
343.44829,5,47.516939
9411.145437,4,47.523085
9901.412533,3,47.528728
9374.274083,4,47.534741
343.448109,5,47.542748
-5539.856216,3,47.547741
392.443746,4,47.553741
852.422367,4,47.563474
343.440644,5,47.570472
-5576.718983,3,47.574477
9460.140824,3,47.579473
-5656.5733,5,47.587472
-5079.85698,3,47.592473
374.28663,4,47.598476
9442.005475,3,47.603476
-5098.586201,3,47.608476
9343.418306,5,47.615983
901.424829,3,47.620983
-5656.572906,5,47.628983
-5588.849271,4,47.635983
9883.278308,3,47.639983
343.430514,5,47.647984
343.45879,5,47.655998
343.439672,5,47.665414
-5079.856384,3,47.672575
901.425597,3,47.678576
-5079.85914,3,47.682574
343.446236,5,47.6909
9343.422446,5,47.6989
343.428348,5,47.706131
-5116.725132,3,47.711579
374.28558,4,47.718589
-5079.856465,3,47.722709
-5098.584752,3,47.72872
343.455481,5,47.735718
-5557.996572,3,47.740722
9343.421154,5,47.749832
-5539.855859,3,47.753832
411.163964,4,47.760982
-5656.578318,5,47.768981
-5656.562127,5,47.778919
-5147.579593,4,47.785918
852.43081,4,47.792409
-5588.851925,4,47.798413
-20656.576248,5,47.806539
852.421644,4,47.813459
374.287888,4,47.818826
343.42664,5,47.82758
9901.419989,3,47.832578
-5557.998339,3,47.836578
-20656.567043,5,47.845577
883.279522,3,47.850577
-5098.583001,3,47.854581
343.426933,5,47.863157
343.426689,5,47.871157
9343.424234,5,47.879363
9852.415721,4,47.888363
392.42444,4,47.895367
-5539.85883,3,47.898367
-5607.584515,4,47.904748
-20656.571468,5,47.913028
852.444223,4,47.919027
392.424546,4,47.924028
-5557.989251,3,47.929025
-5539.857531,3,47.934025
-5539.853477,3,47.939025
-5098.587248,3,47.944143
343.441677,5,47.952141
-5079.855352,3,47.956265
343.433307,5,47.964274
-5576.725981,3,47.969274
-5576.725785,3,47.9744
9343.42085,5,47.982543
-5656.57665,5,47.989544
343.435288,5,48.000488
-5656.577829,5,48.008489
343.42484,5,48.017005
-5656.583039,5,48.024005
-5656.57235,5,48.032707
-20656.5711,5,48.040707
392.4275,4,48.046707
-5098.586014,3,48.050707
374.282635,4,48.055708
-5656.580244,5,48.063771
-5656.582805,5,48.071772
-5588.853411,4,48.078771
-5116.726777,3,48.08177
9343.414549,5,48.088771
9411.151629,4,48.094914
-5557.996181,3,48.099917
343.450644,5,48.111428
411.153004,4,48.117427
343.444773,5,48.124427
-5557.997756,3,48.130427
343.432904,5,48.137427
9343.424137,5,48.145427
411.162387,4,48.152427
374.286668,4,48.15843
392.420761,4,48.165428
-5116.72332,3,48.169428
343.463994,5,48.177909
-5079.854034,3,48.182909
9852.414542,4,48.188909
-5557.995081,3,48.194402
852.420029,4,48.200408
-5625.720979,4,48.206827
-5098.58601,3,48.211786
343.430699,5,48.222797
852.422044,4,48.228795
374.28314,4,48.235795
-5656.574275,5,48.243795
-5656.576282,5,48.250796
9883.27391,3,48.255795
9423.271587,3,48.260795
9343.420536,5,48.267796
-5098.588947,3,48.272795
-5116.723129,3,48.278415
423.281397,3,48.282412
343.435558,5,48.290412
343.428122,5,48.297639
-5656.574368,5,48.303639
-5588.854396,4,48.310784
-5576.729167,3,48.314784
9343.420829,5,50.771687
852.426721,4,50.778345
374.284865,4,50.784344
852.421887,4,50.790529
343.430606,5,50.798648
9343.416874,5,50.806937
-5098.585957,3,50.811999
-5539.85518,3,50.817003
374.287842,4,50.823142
-5656.576924,5,50.831545
9374.278928,4,50.836545
343.442557,5,50.845629
9343.410593,5,50.856389
343.434931,5,50.865389
9442.00471,3,50.869385
9852.428121,4,50.876386
374.293126,4,50.882728
-5098.587976,3,50.885729
9343.427864,5,50.894117
-20656.554179,5,50.902129
852.441944,4,50.908257
-5656.568051,5,50.915766
343.450318,5,50.924274
343.433181,5,50.932506
-5625.72075,4,50.938507
852.438718,4,50.945005
343.430936,5,50.95165
-5116.725122,3,50.95565
9901.415689,3,50.962983
-5147.583301,4,50.970113
-5079.857524,3,50.974576
-20147.570061,4,50.981573
-5656.565235,5,50.989573
343.436886,5,50.997576
-5607.579751,4,51.003575
852.503824,4,51.010575
9392.412343,4,51.017082
343.433719,5,51.02353
9423.278739,3,51.028846
343.438725,5,51.036845
-5607.582435,4,51.043884
-5539.858848,3,51.048883
9343.423932,5,51.056885
374.296894,4,51.062883
-5557.994265,3,51.067883
9901.415715,3,51.076512
9392.417049,4,51.082512
343.475948,5,51.090296
343.434322,5,51.098908
343.431288,5,51.106907
883.280669,3,51.111937
9343.422117,5,51.118942
9423.273929,3,51.124058
-5625.725553,4,51.131121
-5539.856294,3,51.135328
-5098.582071,3,51.140328
-5098.588399,3,51.145482
9343.428855,5,51.151801
343.441307,5,51.159251
-20607.575172,4,51.166248
-20656.541497,5,51.173247
901.420491,3,51.182247
-5607.578523,4,51.188248
-5539.857488,3,51.194514
-5656.573989,5,51.201528
-5656.572038,5,51.210428
-5116.726883,3,51.224804
343.445287,5,51.233136
-5147.585485,4,51.239139
-5656.582959,5,51.24659
343.440382,5,51.25459
920.16403,3,51.259181
-20656.575051,5,51.266179
-5656.577206,5,51.272418
-5625.715848,4,51.278834
9343.4301,5,51.289837
-5576.724446,3,51.295427
852.42051,4,51.30143
-5607.579613,4,51.308432
343.456145,5,51.31494
-5098.588036,3,51.319038
-5576.729739,3,51.324265
9343.428524,5,51.332609
-20147.577034,4,51.338609
-5625.726328,4,51.345608
411.154921,4,51.351609
-20116.715081,3,51.356608
343.427229,5,51.364609
-5098.584805,3,51.369608
-5607.582552,4,51.37661
411.157529,4,51.382608
-5147.5792,4,51.388608
-5588.851835,4,51.399104
374.292829,4,51.405104
-20588.843661,4,51.411772
374.292781,4,51.416777
343.449062,5,51.423938
-5557.994388,3,51.430018
-5656.576509,5,51.437019
343.431691,5,51.44615
343.427812,5,51.45415
852.425101,4,51.461353
-5147.585042,4,51.467365
-5607.584183,4,51.47354
-5098.588886,3,51.478227
-5588.851335,4,51.484226
-5147.581128,4,51.490227
-5116.72529,3,51.496533
-5147.585846,4,51.502537
343.431349,5,51.513511
343.437686,5,51.521603
-5607.57379,4,51.528762
-5588.851636,4,51.534765
-5079.856133,3,51.539764
-5607.581076,4,51.545914
852.449132,4,51.551917
9901.413429,3,51.556914
-5539.854103,3,51.561925
-5656.576108,5,51.568925
-5116.725427,3,51.573926
343.423617,5,51.582569
9442.00345,3,51.587565
343.446926,5,51.595575
-5607.579045,4,51.60158
-5625.721736,4,51.606582
9343.41921,5,51.61728
-5098.586887,3,51.621279
343.4326,5,51.629667
883.324781,3,51.634668
411.151322,4,51.640672
-5656.58219,5,51.647884
9883.272549,3,51.652884
9852.415736,4,51.658887
343.427544,5,51.665883
883.285898,3,51.669884
9392.410436,4,51.675884
-20656.567518,5,51.683883
-5557.990109,3,51.687884
9883.272162,3,51.693886
-5116.727702,3,51.69989
-5116.725581,3,51.704891
-5147.583293,4,51.712376
-5098.58497,3,51.716883
-5656.582405,5,51.727883
442.017031,3,51.732883
-5607.581968,4,51.739885
343.461262,5,51.747884
-5539.854417,3,51.751883
9343.412843,5,51.759883
374.289342,4,51.765883
-20656.566176,5,51.773885
343.45561,5,51.781883
9423.276054,3,51.786884
-20656.570252,5,51.795064
-5098.582315,3,51.800069
9343.417836,5,51.806067
343.440118,5,51.814715
-5147.579473,4,51.820714
423.280603,3,51.824718
-5539.854311,3,51.829729
9343.416657,5,51.840736
343.427515,5,51.849099
-5656.578007,5,51.856116
343.444473,5,51.864536
9343.427079,5,51.872671
-5656.575742,5,51.879875
9883.275183,3,51.884872
9460.140313,3,51.888872
-5576.725825,3,51.893997
-20656.553735,5,51.902103
343.423303,5,51.910238
-5576.728929,3,51.915356
343.428513,5,51.922503
-5098.583573,3,51.927513
-20557.991299,3,51.932515
-5588.853785,4,51.938512
374.27956,4,51.946607
-5625.721048,4,51.952607
-5539.856949,3,51.956768
-5098.587096,3,51.963606
-5656.577238,5,51.971606
-5116.724444,3,51.976778
343.429299,5,51.984779
343.464901,5,51.992929
343.438078,5,52.00093
-20656.559796,5,52.008086
-5576.728608,3,52.013589
-5098.586906,3,52.018591
343.432743,5,52.026693
-5656.575174,5,52.034692
343.451874,5,52.042692
343.448442,5,52.053694
-5576.72537,3,52.059692
-5116.725152,3,52.064692
-5576.722787,3,52.068694
-5656.571121,5,52.077692
-5116.722295,3,52.082694
-20656.570774,5,52.090695
-5147.583557,4,52.096693
-5656.580429,5,52.1047
9460.144453,3,52.110729
920.148068,3,52.115115
-5607.580064,4,52.121133
-5625.726792,4,52.128175
-5098.587564,3,52.133176
9411.147688,4,52.139177
9460.141604,3,52.144545
343.422639,5,52.150607
-5656.575468,5,52.157752
-20656.556536,5,52.168906
9442.005218,3,52.174085
-5656.574744,5,52.181724
-20656.545364,5,52.189724
374.291732,4,52.198029
-5576.726345,3,52.20203
9460.143906,3,52.206143
852.44469,4,52.21379
343.42774,5,52.221787
343.44992,5,52.229787
411.151594,4,52.235786
-5098.583227,3,52.239786
-5607.583875,4,52.247207
343.449085,5,52.254202
-5079.856759,3,52.260431
-20147.563777,4,52.266431
9411.142701,4,52.276529
343.445092,5,52.284841
-5656.577438,5,52.292855
-5656.572558,5,52.300613
-20656.569892,5,52.30881
-5576.72352,3,52.313874
-5098.587135,3,52.318015
9343.416618,5,52.325855
-5576.725728,3,52.33088
343.464577,5,52.33888
-5147.584643,4,52.345404
9883.278378,3,52.350544
9901.413177,3,52.354544
852.431731,4,52.361524
-5539.856772,3,52.36653
9392.419904,4,52.372649
343.43026,5,52.382973
9343.417309,5,52.392121
-5656.575003,5,52.39912
-5079.857608,3,52.402119
9411.14419,4,52.409244
343.4388,5,52.416749
460.147793,3,52.42175
374.285813,4,52.428749
852.425421,4,52.434749
-5116.724156,3,52.439752
852.423606,4,52.44675
343.43432,5,52.453749
-5079.858082,3,52.459749
-5656.581992,5,52.46775
-5588.853208,4,52.473749
9883.274158,3,52.47975
-20656.564347,5,52.48675
-5656.567453,5,52.498761
9423.274103,3,52.503761
343.435222,5,52.511761
-5116.725907,3,52.516277
-5607.581487,4,52.522274
343.469817,5,52.530561
343.434865,5,52.538561
343.445287,5,52.546561
-5656.584128,5,52.554561
-5539.857017,3,52.559561
343.425976,5,52.567561
-20607.569322,4,52.572561
392.437284,4,52.580092
9460.145382,3,52.585242
9343.421493,5,52.60286
-5656.577664,5,52.611076
392.420934,4,52.617602
-20116.721901,3,52.621602
-5576.728458,3,52.626723
852.42644,4,52.633721
-20656.571173,5,52.641726
9343.418573,5,52.649794
9901.412205,3,52.654794
-5557.998003,3,52.659946
-5656.57578,5,52.667943
343.433115,5,52.675944
9343.412558,5,52.683943
-5147.584506,4,52.689943
-5116.723486,3,52.694943
-5656.571154,5,52.700946
-5116.723497,3,52.705946
-5607.575755,4,52.715466
-5588.855507,4,52.721466
-5098.588048,3,52.726467
-5576.723684,3,52.731466
411.165887,4,52.738466
343.427809,5,52.747789
901.429863,3,52.752789
-5656.576968,5,52.760789
9411.146382,4,52.766789
343.43123,5,52.773788
343.424496,5,52.781788
-5625.719005,4,52.787789
-20147.572227,4,52.794789
343.433987,5,52.802794
343.431504,5,52.810793
9901.41222,3,52.816301
-5607.582291,4,52.8263
-5656.568091,5,52.8333
-5079.856607,3,52.838614
-5588.856558,4,52.845752
-5656.576815,5,52.853752
-5576.726274,3,52.857915
343.431529,5,52.866261
-5116.722937,3,52.871261
9343.419222,5,52.878634
-5116.725306,3,52.882634
-5607.581323,4,52.889636
852.436433,4,52.895634
-5079.852558,3,52.900641
-5098.586203,3,52.905643
-5656.580018,5,52.913603
392.444019,4,52.920602
-5557.989974,3,52.925601
9442.002453,3,52.932921
-20656.5686,5,52.941085
-5576.72616,3,52.94615
-20656.566675,5,52.95415
9392.411521,4,52.961151
-5576.723332,3,52.965151
343.513426,5,52.973153
-5147.577557,4,52.98016
411.15701,4,52.98716
-5625.722057,4,52.993162
343.430536,5,53.000164
9411.144005,4,53.007164
343.438806,5,53.015671
852.425386,4,53.022672
-5607.578251,4,53.02967
-5656.585202,5,53.04067
-5557.997195,3,53.04567
-5625.720899,4,53.05267
-20656.558808,5,53.062685
-5079.855282,3,53.067743
343.446976,5,53.076749
-5079.856918,3,53.080747
-5656.573871,5,53.088748
-5656.581537,5,53.097224
-5576.724852,3,53.101638
-5576.724135,3,53.10565
9392.416167,4,53.113184
-5656.575045,5,53.121191
852.42542,4,53.127317
-5607.581158,4,53.134314
9374.285913,4,53.140316
-5576.720472,3,53.145314
-5147.579127,4,53.153786
392.425202,4,53.161507
411.152453,4,53.167832
-5098.588521,3,53.172946
-5557.998815,3,53.178177
9343.417859,5,53.186275
-5656.578323,5,53.194532
-20656.566494,5,53.202546
-5098.588709,3,53.207093
-5147.583772,4,53.214484
-20656.556578,5,53.221484
-5588.850663,4,53.22874
343.427017,5,53.23674
-20656.570053,5,53.244615
883.27855,3,53.249614
-5539.857303,3,53.254618
-5116.723677,3,53.262612
-5656.565483,5,53.270611
-5147.586597,4,53.276611
392.430716,4,53.283612
343.432775,5,53.29074
411.159263,4,53.297971
-5656.580358,5,53.304975
343.457433,5,53.313411
-5625.717145,4,53.319422
-20656.563308,5,53.32809
374.307547,4,53.33409
343.422348,5,53.342166
-5576.72427,3,53.347161
392.422919,4,53.354162
411.15986,4,53.36091
-5656.575411,5,53.371144
-20656.562342,5,53.380143
-5116.723362,3,53.384422
-5539.855376,3,53.388435
883.281331,3,53.394674
-5576.722509,3,53.39969
374.284757,4,53.405689
343.423303,5,53.413776
-20656.546884,5,53.421776
343.455091,5,53.429914
-5656.574596,5,53.437915
-5098.582219,3,53.443041
-20656.564134,5,53.451041
442.012956,3,53.455042
852.444657,4,53.462168
-5098.588121,3,53.467167
-5625.718212,4,53.474175
-5656.574974,5,53.485294
-5557.998325,3,53.489736
-5539.853687,3,53.495491
-5607.582319,4,53.501493
-5147.586916,4,53.508918
852.423323,4,53.515444
-5116.719586,3,53.519444
-5576.727242,3,53.524645
-5557.997503,3,53.530071
-20656.5649,5,53.538074
-5656.578796,5,53.546226
343.429578,5,53.554229
-5656.575578,5,53.561253
-5079.856206,3,53.566252
9343.421494,5,53.574269
9392.41493,4,53.58026
-5656.575679,5,53.591373
343.460257,5,53.599406
-5116.724526,3,53.603409
-5147.57745,4,53.61041
9423.274931,3,53.614926
374.298708,4,53.620926
-5079.854347,3,53.625927
9852.421674,4,53.632926
9901.413476,3,53.637925
-5557.997426,3,53.641997
-5116.725042,3,53.647424
9343.418798,5,53.65543
-5098.58971,3,53.659551
-5116.726014,3,53.665007
-5079.852856,3,53.669006
-5607.581334,4,53.674009
-5098.575973,3,53.678794
-5098.58398,3,53.682891
-5656.579298,5,53.691002
343.432177,5,53.702497
411.15249,4,53.709498
374.286751,4,53.715421
343.432974,5,53.721421
852.425632,4,53.72842
-5656.573308,5,53.736422
392.426374,4,53.742926
343.444546,5,53.749926
-5147.582385,4,53.75605
-5588.848447,4,53.76337
-5147.579274,4,53.770372
-5079.858044,3,53.77637
